"type","office","office_code","origin","technology_original","technology_number","technology","year","count"
"Region","Asia","R2","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1985",173
"Region","Asia","R2","Non-Resident","32 - Transport",32,"Transport","1985",140
"Region","Asia","R2","Non-Resident","33 - Furniture, games",33,"Furniture, games","1985",87
"Region","Asia","R2","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1985",207
"Region","Asia","R2","Non-Resident","35 - Civil engineering",35,"Civil engineering","1985",336
"Region","Europe","R3","Resident","0 - Unknown",0,"Unknown","1985",10789
"Region","Europe","R3","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1985",7254
"Region","Europe","R3","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1985",2097
"Region","Europe","R3","Resident","3 - Telecommunications",3,"Telecommunications","1985",1949
"Region","Europe","R3","Resident","4 - Digital communication",4,"Digital communication","1985",478
"Region","Europe","R3","Resident","5 - Basic communication processes",5,"Basic communication processes","1985",2816
"Region","Europe","R3","Resident","6 - Computer technology",6,"Computer technology","1985",3052
"Region","Europe","R3","Resident","7 - IT methods for management",7,"IT methods for management","1985",12
"Region","Europe","R3","Resident","8 - Semiconductors",8,"Semiconductors","1985",771
"Region","Europe","R3","Resident","9 - Optics",9,"Optics","1985",1876
"Region","Europe","R3","Resident","10 - Measurement",10,"Measurement","1985",10762
"Region","Europe","R3","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1985",654
"Region","Europe","R3","Resident","12 - Control",12,"Control","1985",2506
"Region","Europe","R3","Resident","13 - Medical technology",13,"Medical technology","1985",3076
"Region","Europe","R3","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1985",3466
"Region","Europe","R3","Resident","15 - Biotechnology",15,"Biotechnology","1985",856
"Region","Europe","R3","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1985",1152
"Region","Europe","R3","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1985",1875
"Region","Europe","R3","Resident","18 - Food chemistry",18,"Food chemistry","1985",1261
"Region","Europe","R3","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1985",3077
"Region","Europe","R3","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1985",5069
"Region","Europe","R3","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1985",1681
"Region","Europe","R3","Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1985",2
"Region","Europe","R3","Resident","23 - Chemical engineering",23,"Chemical engineering","1985",5438
"Region","Europe","R3","Resident","24 - Environmental technology",24,"Environmental technology","1985",1813
"Region","Europe","R3","Resident","25 - Handling",25,"Handling","1985",6064
"Region","Europe","R3","Resident","26 - Machine tools",26,"Machine tools","1985",9766
"Region","Europe","R3","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1985",3494
"Region","Europe","R3","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1985",3102
"Region","Europe","R3","Resident","29 - Other special machines",29,"Other special machines","1985",6995
"Region","Europe","R3","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1985",3439
"Region","Europe","R3","Resident","31 - Mechanical elements",31,"Mechanical elements","1985",5581
"Region","Europe","R3","Resident","32 - Transport",32,"Transport","1985",4795
"Region","Europe","R3","Resident","33 - Furniture, games",33,"Furniture, games","1985",1711
"Region","Europe","R3","Resident","34 - Other consumer goods",34,"Other consumer goods","1985",1691
"Region","Europe","R3","Resident","35 - Civil engineering",35,"Civil engineering","1985",8715
"Region","Europe","R3","Non-Resident","0 - Unknown",0,"Unknown","1985",4320
"Region","Europe","R3","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1985",7245
"Region","Europe","R3","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1985",3603
"Region","Europe","R3","Non-Resident","3 - Telecommunications",3,"Telecommunications","1985",1716
"Region","Europe","R3","Non-Resident","4 - Digital communication",4,"Digital communication","1985",433
"Region","Europe","R3","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1985",1403
"Region","Europe","R3","Non-Resident","6 - Computer technology",6,"Computer technology","1985",1478
"Region","Europe","R3","Non-Resident","7 - IT methods for management",7,"IT methods for management","1985",42
"Region","Europe","R3","Non-Resident","8 - Semiconductors",8,"Semiconductors","1985",1303
"Region","Europe","R3","Non-Resident","9 - Optics",9,"Optics","1985",3158
"Region","Europe","R3","Non-Resident","10 - Measurement",10,"Measurement","1985",4948
"Region","Europe","R3","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1985",638
"Region","Europe","R3","Non-Resident","12 - Control",12,"Control","1985",1648
"Region","Europe","R3","Non-Resident","13 - Medical technology",13,"Medical technology","1985",2775
"Region","Europe","R3","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1985",9047
"Region","Europe","R3","Non-Resident","15 - Biotechnology",15,"Biotechnology","1985",1543
"Region","Europe","R3","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1985",4256
"Region","Europe","R3","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1985",3904
"Region","Europe","R3","Non-Resident","18 - Food chemistry",18,"Food chemistry","1985",1400
"Region","Europe","R3","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1985",5437
"Region","Europe","R3","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1985",4807
"Region","Europe","R3","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1985",2423
"Region","Europe","R3","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1985",4953
"Region","Europe","R3","Non-Resident","24 - Environmental technology",24,"Environmental technology","1985",1662
"Region","Europe","R3","Non-Resident","25 - Handling",25,"Handling","1985",5661
"Region","Europe","R3","Non-Resident","26 - Machine tools",26,"Machine tools","1985",5618
"Region","Europe","R3","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1985",4669
"Region","Europe","R3","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1985",5389
"Region","Europe","R3","Non-Resident","29 - Other special machines",29,"Other special machines","1985",6201
"Region","Europe","R3","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1985",2798
"Region","Europe","R3","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1985",6487
"Region","Europe","R3","Non-Resident","32 - Transport",32,"Transport","1985",5423
"Region","Europe","R3","Non-Resident","33 - Furniture, games",33,"Furniture, games","1985",2364
"Region","Europe","R3","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1985",2938
"Region","Europe","R3","Non-Resident","35 - Civil engineering",35,"Civil engineering","1985",5125
"Region","Latin America and the Caribbean","R4","Resident","0 - Unknown",0,"Unknown","1985",15
"Region","Latin America and the Caribbean","R4","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1985",9
"Region","Latin America and the Caribbean","R4","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1985",1
"Region","Latin America and the Caribbean","R4","Resident","3 - Telecommunications",3,"Telecommunications","1985",1
"Region","Latin America and the Caribbean","R4","Resident","9 - Optics",9,"Optics","1985",1
"Region","Latin America and the Caribbean","R4","Resident","10 - Measurement",10,"Measurement","1985",2
"Region","Latin America and the Caribbean","R4","Resident","12 - Control",12,"Control","1985",3
"Region","Latin America and the Caribbean","R4","Resident","13 - Medical technology",13,"Medical technology","1985",4
"Region","Latin America and the Caribbean","R4","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1985",2
"Region","Latin America and the Caribbean","R4","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1985",1
"Region","Latin America and the Caribbean","R4","Resident","18 - Food chemistry",18,"Food chemistry","1985",1
"Region","Latin America and the Caribbean","R4","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1985",3
"Region","Latin America and the Caribbean","R4","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1985",3
"Region","Latin America and the Caribbean","R4","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1985",2
"Region","Latin America and the Caribbean","R4","Resident","23 - Chemical engineering",23,"Chemical engineering","1985",6
"Region","Latin America and the Caribbean","R4","Resident","25 - Handling",25,"Handling","1985",10
"Region","Latin America and the Caribbean","R4","Resident","26 - Machine tools",26,"Machine tools","1985",4
"Region","Latin America and the Caribbean","R4","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1985",6
"Region","Latin America and the Caribbean","R4","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1985",3
"Region","Latin America and the Caribbean","R4","Resident","29 - Other special machines",29,"Other special machines","1985",5
"Region","Latin America and the Caribbean","R4","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1985",1
"Region","Latin America and the Caribbean","R4","Resident","31 - Mechanical elements",31,"Mechanical elements","1985",4
"Region","Latin America and the Caribbean","R4","Resident","32 - Transport",32,"Transport","1985",4
"Region","Latin America and the Caribbean","R4","Resident","33 - Furniture, games",33,"Furniture, games","1985",14
"Region","Latin America and the Caribbean","R4","Resident","34 - Other consumer goods",34,"Other consumer goods","1985",8
"Region","Latin America and the Caribbean","R4","Resident","35 - Civil engineering",35,"Civil engineering","1985",14
"Region","Latin America and the Caribbean","R4","Non-Resident","0 - Unknown",0,"Unknown","1985",30
"Region","Latin America and the Caribbean","R4","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1985",137
"Region","Latin America and the Caribbean","R4","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1985",29
"Region","Latin America and the Caribbean","R4","Non-Resident","3 - Telecommunications",3,"Telecommunications","1985",28
"Region","Latin America and the Caribbean","R4","Non-Resident","4 - Digital communication",4,"Digital communication","1985",8
"Region","Latin America and the Caribbean","R4","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1985",17
"Region","Latin America and the Caribbean","R4","Non-Resident","6 - Computer technology",6,"Computer technology","1985",19
"Region","Latin America and the Caribbean","R4","Non-Resident","8 - Semiconductors",8,"Semiconductors","1985",8
"Region","Latin America and the Caribbean","R4","Non-Resident","9 - Optics",9,"Optics","1985",20
"Region","Latin America and the Caribbean","R4","Non-Resident","10 - Measurement",10,"Measurement","1985",57
"Region","Latin America and the Caribbean","R4","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1985",2
"Region","Latin America and the Caribbean","R4","Non-Resident","12 - Control",12,"Control","1985",29
"Region","Latin America and the Caribbean","R4","Non-Resident","13 - Medical technology",13,"Medical technology","1985",63
"Region","Latin America and the Caribbean","R4","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1985",84
