"type","office","office_code","origin","technology_original","technology_number","technology","year","count"
"Region","Europe","R3","Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1996",6
"Region","Europe","R3","Resident","23 - Chemical engineering",23,"Chemical engineering","1996",3154
"Region","Europe","R3","Resident","24 - Environmental technology",24,"Environmental technology","1996",1610
"Region","Europe","R3","Resident","25 - Handling",25,"Handling","1996",3509
"Region","Europe","R3","Resident","26 - Machine tools",26,"Machine tools","1996",3444
"Region","Europe","R3","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1996",2678
"Region","Europe","R3","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1996",1996
"Region","Europe","R3","Resident","29 - Other special machines",29,"Other special machines","1996",3988
"Region","Europe","R3","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1996",1738
"Region","Europe","R3","Resident","31 - Mechanical elements",31,"Mechanical elements","1996",3378
"Region","Europe","R3","Resident","32 - Transport",32,"Transport","1996",4423
"Region","Europe","R3","Resident","33 - Furniture, games",33,"Furniture, games","1996",2181
"Region","Europe","R3","Resident","34 - Other consumer goods",34,"Other consumer goods","1996",1757
"Region","Europe","R3","Resident","35 - Civil engineering",35,"Civil engineering","1996",5515
"Region","Europe","R3","Non-Resident","0 - Unknown",0,"Unknown","1996",940
"Region","Europe","R3","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1996",2855
"Region","Europe","R3","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1996",2176
"Region","Europe","R3","Non-Resident","3 - Telecommunications",3,"Telecommunications","1996",1267
"Region","Europe","R3","Non-Resident","4 - Digital communication",4,"Digital communication","1996",464
"Region","Europe","R3","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1996",738
"Region","Europe","R3","Non-Resident","6 - Computer technology",6,"Computer technology","1996",1694
"Region","Europe","R3","Non-Resident","7 - IT methods for management",7,"IT methods for management","1996",33
"Region","Europe","R3","Non-Resident","8 - Semiconductors",8,"Semiconductors","1996",1148
"Region","Europe","R3","Non-Resident","9 - Optics",9,"Optics","1996",2162
"Region","Europe","R3","Non-Resident","10 - Measurement",10,"Measurement","1996",2065
"Region","Europe","R3","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1996",449
"Region","Europe","R3","Non-Resident","12 - Control",12,"Control","1996",796
"Region","Europe","R3","Non-Resident","13 - Medical technology",13,"Medical technology","1996",2170
"Region","Europe","R3","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1996",3447
"Region","Europe","R3","Non-Resident","15 - Biotechnology",15,"Biotechnology","1996",1232
"Region","Europe","R3","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1996",2916
"Region","Europe","R3","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1996",1869
"Region","Europe","R3","Non-Resident","18 - Food chemistry",18,"Food chemistry","1996",773
"Region","Europe","R3","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1996",2014
"Region","Europe","R3","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1996",1624
"Region","Europe","R3","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1996",1025
"Region","Europe","R3","Non-Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1996",10
"Region","Europe","R3","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1996",1864
"Region","Europe","R3","Non-Resident","24 - Environmental technology",24,"Environmental technology","1996",750
"Region","Europe","R3","Non-Resident","25 - Handling",25,"Handling","1996",2056
"Region","Europe","R3","Non-Resident","26 - Machine tools",26,"Machine tools","1996",1764
"Region","Europe","R3","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1996",1658
"Region","Europe","R3","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1996",2177
"Region","Europe","R3","Non-Resident","29 - Other special machines",29,"Other special machines","1996",2341
"Region","Europe","R3","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1996",813
"Region","Europe","R3","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1996",2058
"Region","Europe","R3","Non-Resident","32 - Transport",32,"Transport","1996",2306
"Region","Europe","R3","Non-Resident","33 - Furniture, games",33,"Furniture, games","1996",865
"Region","Europe","R3","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1996",1078
"Region","Europe","R3","Non-Resident","35 - Civil engineering",35,"Civil engineering","1996",2285
"Region","Latin America and the Caribbean","R4","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","3 - Telecommunications",3,"Telecommunications","1996",2
"Region","Latin America and the Caribbean","R4","Non-Resident","13 - Medical technology",13,"Medical technology","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","18 - Food chemistry",18,"Food chemistry","1996",2
"Region","Latin America and the Caribbean","R4","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","26 - Machine tools",26,"Machine tools","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","29 - Other special machines",29,"Other special machines","1996",2
"Region","Latin America and the Caribbean","R4","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1996",1
"Region","Latin America and the Caribbean","R4","Non-Resident","35 - Civil engineering",35,"Civil engineering","1996",1
"Region","North America","R5","Resident","0 - Unknown",0,"Unknown","1996",22
"Region","North America","R5","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1996",3315
"Region","North America","R5","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1996",2414
"Region","North America","R5","Resident","3 - Telecommunications",3,"Telecommunications","1996",1937
"Region","North America","R5","Resident","4 - Digital communication",4,"Digital communication","1996",1011
"Region","North America","R5","Resident","5 - Basic communication processes",5,"Basic communication processes","1996",1228
"Region","North America","R5","Resident","6 - Computer technology",6,"Computer technology","1996",4439
"Region","North America","R5","Resident","7 - IT methods for management",7,"IT methods for management","1996",122
"Region","North America","R5","Resident","8 - Semiconductors",8,"Semiconductors","1996",1729
"Region","North America","R5","Resident","9 - Optics",9,"Optics","1996",2269
"Region","North America","R5","Resident","10 - Measurement",10,"Measurement","1996",3448
"Region","North America","R5","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1996",480
"Region","North America","R5","Resident","12 - Control",12,"Control","1996",1172
"Region","North America","R5","Resident","13 - Medical technology",13,"Medical technology","1996",4461
"Region","North America","R5","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1996",2200
"Region","North America","R5","Resident","15 - Biotechnology",15,"Biotechnology","1996",1572
"Region","North America","R5","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1996",1558
"Region","North America","R5","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1996",1388
"Region","North America","R5","Resident","18 - Food chemistry",18,"Food chemistry","1996",739
"Region","North America","R5","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1996",1806
"Region","North America","R5","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1996",966
"Region","North America","R5","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1996",952
"Region","North America","R5","Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1996",28
"Region","North America","R5","Resident","23 - Chemical engineering",23,"Chemical engineering","1996",1823
"Region","North America","R5","Resident","24 - Environmental technology",24,"Environmental technology","1996",902
"Region","North America","R5","Resident","25 - Handling",25,"Handling","1996",2174
"Region","North America","R5","Resident","26 - Machine tools",26,"Machine tools","1996",1777
"Region","North America","R5","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1996",1481
"Region","North America","R5","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1996",1336
"Region","North America","R5","Resident","29 - Other special machines",29,"Other special machines","1996",2717
"Region","North America","R5","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1996",775
"Region","North America","R5","Resident","31 - Mechanical elements",31,"Mechanical elements","1996",1977
"Region","North America","R5","Resident","32 - Transport",32,"Transport","1996",2998
"Region","North America","R5","Resident","33 - Furniture, games",33,"Furniture, games","1996",2975
"Region","North America","R5","Resident","34 - Other consumer goods",34,"Other consumer goods","1996",1763
"Region","North America","R5","Resident","35 - Civil engineering",35,"Civil engineering","1996",2475
"Region","North America","R5","Non-Resident","0 - Unknown",0,"Unknown","1996",3
"Region","North America","R5","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1996",3129
"Region","North America","R5","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1996",3382
"Region","North America","R5","Non-Resident","3 - Telecommunications",3,"Telecommunications","1996",2014
"Region","North America","R5","Non-Resident","4 - Digital communication",4,"Digital communication","1996",771
"Region","North America","R5","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1996",919
"Region","North America","R5","Non-Resident","6 - Computer technology",6,"Computer technology","1996",2976
"Region","North America","R5","Non-Resident","7 - IT methods for management",7,"IT methods for management","1996",51
"Region","North America","R5","Non-Resident","8 - Semiconductors",8,"Semiconductors","1996",2421
"Region","North America","R5","Non-Resident","9 - Optics",9,"Optics","1996",3609
"Region","North America","R5","Non-Resident","10 - Measurement",10,"Measurement","1996",2410
"Region","North America","R5","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1996",290
"Region","North America","R5","Non-Resident","12 - Control",12,"Control","1996",869
"Region","North America","R5","Non-Resident","13 - Medical technology",13,"Medical technology","1996",1590
"Region","North America","R5","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1996",2086
"Region","North America","R5","Non-Resident","15 - Biotechnology",15,"Biotechnology","1996",881
"Region","North America","R5","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1996",1235
"Region","North America","R5","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1996",1421
"Region","North America","R5","Non-Resident","18 - Food chemistry",18,"Food chemistry","1996",572
"Region","North America","R5","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1996",1375
"Region","North America","R5","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1996",1240
"Region","North America","R5","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1996",891
"Region","North America","R5","Non-Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1996",20
"Region","North America","R5","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1996",1501
"Region","North America","R5","Non-Resident","24 - Environmental technology",24,"Environmental technology","1996",592
"Region","North America","R5","Non-Resident","25 - Handling",25,"Handling","1996",1634
"Region","North America","R5","Non-Resident","26 - Machine tools",26,"Machine tools","1996",1467
"Region","North America","R5","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1996",1608
"Region","North America","R5","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1996",2058
"Region","North America","R5","Non-Resident","29 - Other special machines",29,"Other special machines","1996",1679
"Region","North America","R5","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1996",673
"Region","North America","R5","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1996",1824
"Region","North America","R5","Non-Resident","32 - Transport",32,"Transport","1996",2255
"Region","North America","R5","Non-Resident","33 - Furniture, games",33,"Furniture, games","1996",1129
"Region","North America","R5","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1996",1191
"Region","North America","R5","Non-Resident","35 - Civil engineering",35,"Civil engineering","1996",1255
"Region","Oceania","R6","Resident","0 - Unknown",0,"Unknown","1996",2
"Region","Oceania","R6","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1996",19
"Region","Oceania","R6","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1996",19
"Region","Oceania","R6","Resident","3 - Telecommunications",3,"Telecommunications","1996",8
"Region","Oceania","R6","Resident","4 - Digital communication",4,"Digital communication","1996",6
"Region","Oceania","R6","Resident","5 - Basic communication processes",5,"Basic communication processes","1996",1
"Region","Oceania","R6","Resident","6 - Computer technology",6,"Computer technology","1996",11
"Region","Oceania","R6","Resident","8 - Semiconductors",8,"Semiconductors","1996",1
"Region","Oceania","R6","Resident","9 - Optics",9,"Optics","1996",10
"Region","Oceania","R6","Resident","10 - Measurement",10,"Measurement","1996",23
"Region","Oceania","R6","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1996",3
"Region","Oceania","R6","Resident","12 - Control",12,"Control","1996",9
"Region","Oceania","R6","Resident","13 - Medical technology",13,"Medical technology","1996",20
"Region","Oceania","R6","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1996",5
"Region","Oceania","R6","Resident","15 - Biotechnology",15,"Biotechnology","1996",16
"Region","Oceania","R6","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1996",16
"Region","Oceania","R6","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1996",2
"Region","Oceania","R6","Resident","18 - Food chemistry",18,"Food chemistry","1996",7
"Region","Oceania","R6","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1996",15
"Region","Oceania","R6","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1996",15
"Region","Oceania","R6","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1996",9
"Region","Oceania","R6","Resident","23 - Chemical engineering",23,"Chemical engineering","1996",19
"Region","Oceania","R6","Resident","24 - Environmental technology",24,"Environmental technology","1996",12
"Region","Oceania","R6","Resident","25 - Handling",25,"Handling","1996",32
"Region","Oceania","R6","Resident","26 - Machine tools",26,"Machine tools","1996",16
"Region","Oceania","R6","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1996",24
"Region","Oceania","R6","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1996",6
"Region","Oceania","R6","Resident","29 - Other special machines",29,"Other special machines","1996",37
"Region","Oceania","R6","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1996",16
"Region","Oceania","R6","Resident","31 - Mechanical elements",31,"Mechanical elements","1996",24
"Region","Oceania","R6","Resident","32 - Transport",32,"Transport","1996",34
"Region","Oceania","R6","Resident","33 - Furniture, games",33,"Furniture, games","1996",24
"Region","Oceania","R6","Resident","34 - Other consumer goods",34,"Other consumer goods","1996",17
"Region","Oceania","R6","Resident","35 - Civil engineering",35,"Civil engineering","1996",69
"Region","Oceania","R6","Non-Resident","0 - Unknown",0,"Unknown","1996",8
"Region","Oceania","R6","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1996",199
"Region","Oceania","R6","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1996",134
"Region","Oceania","R6","Non-Resident","3 - Telecommunications",3,"Telecommunications","1996",230
"Region","Oceania","R6","Non-Resident","4 - Digital communication",4,"Digital communication","1996",144
"Region","Oceania","R6","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1996",39
"Region","Oceania","R6","Non-Resident","6 - Computer technology",6,"Computer technology","1996",144
"Region","Oceania","R6","Non-Resident","7 - IT methods for management",7,"IT methods for management","1996",9
"Region","Oceania","R6","Non-Resident","8 - Semiconductors",8,"Semiconductors","1996",18
"Region","Oceania","R6","Non-Resident","9 - Optics",9,"Optics","1996",107
"Region","Oceania","R6","Non-Resident","10 - Measurement",10,"Measurement","1996",193
"Region","Oceania","R6","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1996",146
"Region","Oceania","R6","Non-Resident","12 - Control",12,"Control","1996",81
"Region","Oceania","R6","Non-Resident","13 - Medical technology",13,"Medical technology","1996",526
"Region","Oceania","R6","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1996",909
"Region","Oceania","R6","Non-Resident","15 - Biotechnology",15,"Biotechnology","1996",518
"Region","Oceania","R6","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1996",1103
"Region","Oceania","R6","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1996",237
"Region","Oceania","R6","Non-Resident","18 - Food chemistry",18,"Food chemistry","1996",235
"Region","Oceania","R6","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1996",499
"Region","Oceania","R6","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1996",157
"Region","Oceania","R6","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1996",141
"Region","Oceania","R6","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1996",327
"Region","Oceania","R6","Non-Resident","24 - Environmental technology",24,"Environmental technology","1996",126
"Region","Oceania","R6","Non-Resident","25 - Handling",25,"Handling","1996",379
"Region","Oceania","R6","Non-Resident","26 - Machine tools",26,"Machine tools","1996",192
"Region","Oceania","R6","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1996",86
"Region","Oceania","R6","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1996",212
"Region","Oceania","R6","Non-Resident","29 - Other special machines",29,"Other special machines","1996",404
"Region","Oceania","R6","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1996",89
"Region","Oceania","R6","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1996",182
"Region","Oceania","R6","Non-Resident","32 - Transport",32,"Transport","1996",205
"Region","Oceania","R6","Non-Resident","33 - Furniture, games",33,"Furniture, games","1996",180
"Region","Oceania","R6","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1996",171
"Region","Oceania","R6","Non-Resident","35 - Civil engineering",35,"Civil engineering","1996",329
"Region","Africa","R1","Resident","0 - Unknown",0,"Unknown","1997",290
"Region","Africa","R1","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1997",6
"Region","Africa","R1","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1997",2
"Region","Africa","R1","Resident","3 - Telecommunications",3,"Telecommunications","1997",3
"Region","Africa","R1","Resident","5 - Basic communication processes",5,"Basic communication processes","1997",1
"Region","Africa","R1","Resident","6 - Computer technology",6,"Computer technology","1997",1
"Region","Africa","R1","Resident","8 - Semiconductors",8,"Semiconductors","1997",2
"Region","Africa","R1","Resident","9 - Optics",9,"Optics","1997",1
"Region","Africa","R1","Resident","10 - Measurement",10,"Measurement","1997",5
"Region","Africa","R1","Resident","12 - Control",12,"Control","1997",5
"Region","Africa","R1","Resident","13 - Medical technology",13,"Medical technology","1997",9
"Region","Africa","R1","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1997",3
"Region","Africa","R1","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1997",2
"Region","Africa","R1","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1997",1
"Region","Africa","R1","Resident","18 - Food chemistry",18,"Food chemistry","1997",5
"Region","Africa","R1","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1997",4
"Region","Africa","R1","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1997",7
"Region","Africa","R1","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1997",3
"Region","Africa","R1","Resident","23 - Chemical engineering",23,"Chemical engineering","1997",5
"Region","Africa","R1","Resident","24 - Environmental technology",24,"Environmental technology","1997",2
"Region","Africa","R1","Resident","25 - Handling",25,"Handling","1997",4
"Region","Africa","R1","Resident","26 - Machine tools",26,"Machine tools","1997",5
"Region","Africa","R1","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1997",1
"Region","Africa","R1","Resident","29 - Other special machines",29,"Other special machines","1997",5
"Region","Africa","R1","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1997",3
"Region","Africa","R1","Resident","31 - Mechanical elements",31,"Mechanical elements","1997",4
"Region","Africa","R1","Resident","32 - Transport",32,"Transport","1997",7
"Region","Africa","R1","Resident","33 - Furniture, games",33,"Furniture, games","1997",8
"Region","Africa","R1","Resident","34 - Other consumer goods",34,"Other consumer goods","1997",8
"Region","Africa","R1","Resident","35 - Civil engineering",35,"Civil engineering","1997",9
"Region","Africa","R1","Non-Resident","0 - Unknown",0,"Unknown","1997",1461
"Region","Africa","R1","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1997",134
"Region","Africa","R1","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1997",38
"Region","Africa","R1","Non-Resident","3 - Telecommunications",3,"Telecommunications","1997",66
"Region","Africa","R1","Non-Resident","4 - Digital communication",4,"Digital communication","1997",35
"Region","Africa","R1","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1997",12
"Region","Africa","R1","Non-Resident","6 - Computer technology",6,"Computer technology","1997",39
"Region","Africa","R1","Non-Resident","7 - IT methods for management",7,"IT methods for management","1997",17
"Region","Africa","R1","Non-Resident","8 - Semiconductors",8,"Semiconductors","1997",5
"Region","Africa","R1","Non-Resident","9 - Optics",9,"Optics","1997",56
"Region","Africa","R1","Non-Resident","10 - Measurement",10,"Measurement","1997",99
"Region","Africa","R1","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1997",38
"Region","Africa","R1","Non-Resident","12 - Control",12,"Control","1997",61
"Region","Africa","R1","Non-Resident","13 - Medical technology",13,"Medical technology","1997",317
"Region","Africa","R1","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1997",784
"Region","Africa","R1","Non-Resident","15 - Biotechnology",15,"Biotechnology","1997",236
"Region","Africa","R1","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1997",698
"Region","Africa","R1","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1997",183
"Region","Africa","R1","Non-Resident","18 - Food chemistry",18,"Food chemistry","1997",134
"Region","Africa","R1","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1997",508
"Region","Africa","R1","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1997",200
"Region","Africa","R1","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1997",100
"Region","Africa","R1","Non-Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1997",1
"Region","Africa","R1","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1997",244
"Region","Africa","R1","Non-Resident","24 - Environmental technology",24,"Environmental technology","1997",80
"Region","Africa","R1","Non-Resident","25 - Handling",25,"Handling","1997",232
"Region","Africa","R1","Non-Resident","26 - Machine tools",26,"Machine tools","1997",108
"Region","Africa","R1","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1997",66
"Region","Africa","R1","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1997",128
"Region","Africa","R1","Non-Resident","29 - Other special machines",29,"Other special machines","1997",219
"Region","Africa","R1","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1997",69
"Region","Africa","R1","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1997",98
"Region","Africa","R1","Non-Resident","32 - Transport",32,"Transport","1997",100
"Region","Africa","R1","Non-Resident","33 - Furniture, games",33,"Furniture, games","1997",74
"Region","Africa","R1","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1997",86
"Region","Africa","R1","Non-Resident","35 - Civil engineering",35,"Civil engineering","1997",170
"Region","Asia","R2","Resident","0 - Unknown",0,"Unknown","1997",124
"Region","Asia","R2","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1997",6539
"Region","Asia","R2","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1997",9396
"Region","Asia","R2","Resident","3 - Telecommunications",3,"Telecommunications","1997",3907
"Region","Asia","R2","Resident","4 - Digital communication",4,"Digital communication","1997",1293
"Region","Asia","R2","Resident","5 - Basic communication processes",5,"Basic communication processes","1997",1658
"Region","Asia","R2","Resident","6 - Computer technology",6,"Computer technology","1997",5287
"Region","Asia","R2","Resident","7 - IT methods for management",7,"IT methods for management","1997",141
"Region","Asia","R2","Resident","8 - Semiconductors",8,"Semiconductors","1997",5982
"Region","Asia","R2","Resident","9 - Optics",9,"Optics","1997",6967
"Region","Asia","R2","Resident","10 - Measurement",10,"Measurement","1997",4530
"Region","Asia","R2","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1997",222
"Region","Asia","R2","Resident","12 - Control",12,"Control","1997",2104
"Region","Asia","R2","Resident","13 - Medical technology",13,"Medical technology","1997",1141
"Region","Asia","R2","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1997",1505
"Region","Asia","R2","Resident","15 - Biotechnology",15,"Biotechnology","1997",709
"Region","Asia","R2","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1997",634
"Region","Asia","R2","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1997",2444
"Region","Asia","R2","Resident","18 - Food chemistry",18,"Food chemistry","1997",717
"Region","Asia","R2","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1997",2032
"Region","Asia","R2","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1997",3611
"Region","Asia","R2","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1997",2395
"Region","Asia","R2","Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1997",12
"Region","Asia","R2","Resident","23 - Chemical engineering",23,"Chemical engineering","1997",1602
"Region","Asia","R2","Resident","24 - Environmental technology",24,"Environmental technology","1997",1153
"Region","Asia","R2","Resident","25 - Handling",25,"Handling","1997",3450
"Region","Asia","R2","Resident","26 - Machine tools",26,"Machine tools","1997",3574
"Region","Asia","R2","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1997",3261
"Region","Asia","R2","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1997",3663
"Region","Asia","R2","Resident","29 - Other special machines",29,"Other special machines","1997",3393
"Region","Asia","R2","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1997",2579
"Region","Asia","R2","Resident","31 - Mechanical elements",31,"Mechanical elements","1997",2336
"Region","Asia","R2","Resident","32 - Transport",32,"Transport","1997",3917
"Region","Asia","R2","Resident","33 - Furniture, games",33,"Furniture, games","1997",1651
"Region","Asia","R2","Resident","34 - Other consumer goods",34,"Other consumer goods","1997",2043
"Region","Asia","R2","Resident","35 - Civil engineering",35,"Civil engineering","1997",4046
"Region","Asia","R2","Non-Resident","0 - Unknown",0,"Unknown","1997",54
"Region","Asia","R2","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1997",2694
"Region","Asia","R2","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1997",2448
"Region","Asia","R2","Non-Resident","3 - Telecommunications",3,"Telecommunications","1997",1257
"Region","Asia","R2","Non-Resident","4 - Digital communication",4,"Digital communication","1997",535
"Region","Asia","R2","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1997",724
"Region","Asia","R2","Non-Resident","6 - Computer technology",6,"Computer technology","1997",2034
"Region","Asia","R2","Non-Resident","7 - IT methods for management",7,"IT methods for management","1997",63
"Region","Asia","R2","Non-Resident","8 - Semiconductors",8,"Semiconductors","1997",2092
